Id_ARTICOLO              ;AAR_DESCRIZ                                       ;AAR_DESCRIZAGG                                    ;AAR_ART_TIPO        ;AAR_COD_MADRE        ;AAR_COD_RADICE       ;AAR_ID_UM                ;AAR_LISVEN01;AAR_LISVEN02;AAR_LISVEN03;AAR_LISVEN04;AAR_LISACQO1;AAR_ID_CLIFOR            ;AAR_LISACQO2;AAR_ID_CLIFOR_2         ;emptyColumn
ATUTORAR M               ;TUTA MOD. ORO ARANCIO COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORAR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORAR S               ;TUTA MOD. ORO ARANCIO COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORAR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORARLL               ;TUTA MOD. ORO ARANCIO COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORAR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORARXL               ;TUTA MOD. ORO ARANCIO COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORAR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORARXX               ;TUTA MOD. ORO ARANCIO COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORAR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL                 ;TUTA MOD. ORO BLU COT. 100%           .           ;265 GR X MTQ                                      ;ART-MADRE           ;                     ;                     ;NR                       ;9,9;10,5;            ;9,6;            ;0;            ;0;
ATUTORBL44               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL46               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL48               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL50               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL52               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL54               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL56               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL58               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL60               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL62               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORBL64               ;TUTA MOD. ORO BLU COT. 100%                       ;                                                  ;ART-CODICE          ;ATUTORBL             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGR                 ;TUTA MOD. ORO GRIGIO COT. 100%                    ;265 GR X MTQ                                      ;ART-MADRE           ;                     ;                     ;NR                       ;10,6;11,1;            ;10,3;            ;0;            ;0;
ATUTORGR L               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGR M               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGR S               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGRLL               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGRXL               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORGRXX               ;TUTA MOD. ORO GRIGIO COT. 100%                    ;                                                  ;ART-CODICE          ;ATUTORGR             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ATUTORRY                 ;TUTA MOD. ORO AZZURRA COT. 100%                   ;265 GR X MTQ                                      ;ART-MADRE           ;                     ;                     ;NR                       ;10,6;11,1;            ;10,3;            ;0;            ;0;
ATUTORRY L               ;TUTA MOD. ORO AZZURRA COT. 100%                   ;                                                  ;ART-CODICE          ;ATUTORRY             ;ATUTOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
